                       	strtok
Length   18/3, alignment  0/15, found:	187.784
Length   18/3, alignment  0/15, fail:	196.021
Length   18/3, alignment  3/ 0, found:	187.828
Length   18/3, alignment  3/ 0, fail:	190.106
Length   18/3, alignment  3/ 3, found:	194.792
Length   18/3, alignment  3/ 3, fail:	189.995
Length   18/3, alignment  3/ 9, found:	187.569
Length   18/3, alignment  3/ 9, fail:	195.708
Length   18/3, alignment  3/15, found:	187.855
Length   18/3, alignment  3/15, fail:	190.025
Length   18/3, alignment  9/ 0, found:	200.04
Length   18/3, alignment  9/ 0, fail:	189.95
Length   18/3, alignment  9/ 3, found:	187.854
Length   18/3, alignment  9/ 3, fail:	227.315
Length   18/3, alignment  9/ 9, found:	205.339
Length   18/3, alignment  9/ 9, fail:	234.353
Length   18/3, alignment  9/15, found:	211.797
Length   18/3, alignment  9/15, fail:	209.794
Length   18/3, alignment 15/ 0, found:	235.976
Length   18/3, alignment 15/ 0, fail:	205.964
Length   18/3, alignment 15/ 3, found:	190.032
Length   18/3, alignment 15/ 3, fail:	232.178
Length   18/3, alignment 15/ 9, found:	189.928
Length   18/3, alignment 15/ 9, fail:	192.247
Length   18/3, alignment 15/15, found:	218.143
Length   18/3, alignment 15/15, fail:	191.366
Length   21/3, alignment  0/ 0, found:	187.68
Length   21/3, alignment  0/ 0, fail:	218.658
Length   21/3, alignment  0/ 3, found:	186.66
Length   21/3, alignment  0/ 3, fail:	189.935
Length   21/3, alignment  0/ 9, found:	196.256
Length   21/3, alignment  0/ 9, fail:	190.089
Length   21/3, alignment  0/15, found:	184.667
Length   21/3, alignment  0/15, fail:	198.75
Length   21/3, alignment  3/ 0, found:	186.214
Length   21/3, alignment  3/ 0, fail:	190.115
Length   21/3, alignment  3/ 3, found:	194.27
Length   21/3, alignment  3/ 3, fail:	190.056
Length   21/3, alignment  3/ 9, found:	187.167
Length   21/3, alignment  3/ 9, fail:	199.819
Length   21/3, alignment  3/15, found:	185.114
Length   21/3, alignment  3/15, fail:	190.03
Length   21/3, alignment  9/ 0, found:	185.265
Length   21/3, alignment  9/ 0, fail:	198.826
Length   21/3, alignment  9/ 3, found:	188.051
Length   21/3, alignment  9/ 3, fail:	197.876
Length   21/3, alignment  9/ 9, found:	185.291
Length   21/3, alignment  9/ 9, fail:	189.961
Length   21/3, alignment  9/15, found:	184.334
Length   21/3, alignment  9/15, fail:	196.82
Length   21/3, alignment 15/ 0, found:	187.988
Length   21/3, alignment 15/ 0, fail:	197.586
Length   21/3, alignment 15/ 3, found:	185.44
Length   21/3, alignment 15/ 3, fail:	190.093
Length   21/3, alignment 15/ 9, found:	186.643
Length   21/3, alignment 15/ 9, fail:	196.043
Length   21/3, alignment 15/15, found:	184.389
Length   21/3, alignment 15/15, fail:	190.1
Length   24/3, alignment  0/ 0, found:	195.656
Length   24/3, alignment  0/ 0, fail:	190.026
Length   24/3, alignment  0/ 3, found:	188.255
Length   24/3, alignment  0/ 3, fail:	195.923
Length   24/3, alignment  0/ 9, found:	188.357
Length   24/3, alignment  0/ 9, fail:	189.988
Length   24/3, alignment  0/15, found:	195.273
Length   24/3, alignment  0/15, fail:	190.137
Length   24/3, alignment  3/ 0, found:	188.3
Length   24/3, alignment  3/ 0, fail:	190.273
Length   24/3, alignment  3/ 3, found:	189.37
Length   24/3, alignment  3/ 3, fail:	189.933
Length   24/3, alignment  3/ 9, found:	196.284
Length   24/3, alignment  3/ 9, fail:	189.986
Length   24/3, alignment  3/15, found:	187.982
Length   24/3, alignment  3/15, fail:	189.988
Length   24/3, alignment  9/ 0, found:	197.587
Length   24/3, alignment  9/ 0, fail:	190.015
Length   24/3, alignment  9/ 3, found:	223.711
Length   24/3, alignment  9/ 3, fail:	189.932
Length   24/3, alignment  9/ 9, found:	188.137
Length   24/3, alignment  9/ 9, fail:	189.923
Length   24/3, alignment  9/15, found:	195.488
Length   24/3, alignment  9/15, fail:	190.032
Length   24/3, alignment 15/ 0, found:	196.592
Length   24/3, alignment 15/ 0, fail:	189.885
Length   24/3, alignment 15/ 3, found:	188.263
Length   24/3, alignment 15/ 3, fail:	189.913
Length   24/3, alignment 15/ 9, found:	194.091
Length   24/3, alignment 15/ 9, fail:	190.345
Length   24/3, alignment 15/15, found:	195.728
Length   24/3, alignment 15/15, fail:	189.903
Length   27/3, alignment  0/ 0, found:	192.134
Length   27/3, alignment  0/ 0, fail:	190.103
Length   27/3, alignment  0/ 3, found:	197.604
Length   27/3, alignment  0/ 3, fail:	190.056
Length   27/3, alignment  0/ 9, found:	191.869
Length   27/3, alignment  0/ 9, fail:	197.143
Length   27/3, alignment  0/15, found:	191.955
Length   27/3, alignment  0/15, fail:	189.999
Length   27/3, alignment  3/ 0, found:	196.764
Length   27/3, alignment  3/ 0, fail:	190.158
Length   27/3, alignment  3/ 3, found:	191.949
Length   27/3, alignment  3/ 3, fail:	197.275
Length   27/3, alignment  3/ 9, found:	191.174
Length   27/3, alignment  3/ 9, fail:	190.148
Length   27/3, alignment  3/15, found:	196.722
Length   27/3, alignment  3/15, fail:	189.994
Length   27/3, alignment  9/ 0, found:	191.837
Length   27/3, alignment  9/ 0, fail:	197.897
Length   27/3, alignment  9/ 3, found:	191.091
Length   27/3, alignment  9/ 3, fail:	189.91
Length   27/3, alignment  9/ 9, found:	191.229
Length   27/3, alignment  9/ 9, fail:	190.039
Length   27/3, alignment  9/15, found:	191.944
Length   27/3, alignment  9/15, fail:	197.283
Length   27/3, alignment 15/ 0, found:	191.186
Length   27/3, alignment 15/ 0, fail:	190.012
Length   27/3, alignment 15/ 3, found:	195.056
Length   27/3, alignment 15/ 3, fail:	218.377
Length   27/3, alignment 15/ 9, found:	191.622
Length   27/3, alignment 15/ 9, fail:	201.895
Length   27/3, alignment 15/15, found:	191.53
Length   27/3, alignment 15/15, fail:	190.093
Length   30/3, alignment  0/ 0, found:	195.106
Length   30/3, alignment  0/ 0, fail:	213.775
Length   30/3, alignment  0/ 3, found:	195.223
Length   30/3, alignment  0/ 3, fail:	216.335
Length   30/3, alignment  0/ 9, found:	195.178
Length   30/3, alignment  0/ 9, fail:	190.467
Length   30/3, alignment  0/15, found:	226.28
Length   30/3, alignment  0/15, fail:	190.141
Length   30/3, alignment  3/ 0, found:	194.777
Length   30/3, alignment  3/ 0, fail:	200.24
Length   30/3, alignment  3/ 3, found:	195.046
Length   30/3, alignment  3/ 3, fail:	189.948
Length   30/3, alignment  3/ 9, found:	208.153
Length   30/3, alignment  3/ 9, fail:	190.007
Length   30/3, alignment  3/15, found:	195.455
Length   30/3, alignment  3/15, fail:	206.514
Length   30/3, alignment  9/ 0, found:	195.105
Length   30/3, alignment  9/ 0, fail:	190.13
Length   30/3, alignment  9/ 3, found:	204.849
Length   30/3, alignment  9/ 3, fail:	190.187
Length   30/3, alignment  9/ 9, found:	194.902
Length   30/3, alignment  9/ 9, fail:	199.76
Length   30/3, alignment  9/15, found:	194.694
Length   30/3, alignment  9/15, fail:	190.133
Length   30/3, alignment 15/ 0, found:	207.031
Length   30/3, alignment 15/ 0, fail:	190.197
Length   30/3, alignment 15/ 3, found:	195.466
Length   30/3, alignment 15/ 3, fail:	198.02
Length   30/3, alignment 15/ 9, found:	195.558
Length   30/3, alignment 15/ 9, fail:	193.55
Length   30/3, alignment 15/15, found:	211.712
Length   30/3, alignment 15/15, fail:	190.326
Length   33/3, alignment  0/ 0, found:	198.283
Length   33/3, alignment  0/ 0, fail:	200.278
Length   33/3, alignment  0/ 3, found:	198.147
Length   33/3, alignment  0/ 3, fail:	190.126
Length   33/3, alignment  0/ 9, found:	205.489
Length   33/3, alignment  0/ 9, fail:	190.184
Length   33/3, alignment  0/15, found:	198.172
Length   33/3, alignment  0/15, fail:	197.828
Length   33/3, alignment  3/ 0, found:	198.211
Length   33/3, alignment  3/ 0, fail:	191.103
Length   33/3, alignment  3/ 3, found:	204.919
Length   33/3, alignment  3/ 3, fail:	189.995
Length   33/3, alignment  3/ 9, found:	197.715
Length   33/3, alignment  3/ 9, fail:	198.499
Length   33/3, alignment  3/15, found:	197.649
Length   33/3, alignment  3/15, fail:	190.451
Length   33/3, alignment  9/ 0, found:	205.837
Length   33/3, alignment  9/ 0, fail:	189.903
Length   33/3, alignment  9/ 3, found:	197.665
Length   33/3, alignment  9/ 3, fail:	197.178
Length   33/3, alignment  9/ 9, found:	197.625
Length   33/3, alignment  9/ 9, fail:	190.054
Length   33/3, alignment  9/15, found:	203.341
Length   33/3, alignment  9/15, fail:	189.928
Length   33/3, alignment 15/ 0, found:	197.619
Length   33/3, alignment 15/ 0, fail:	197.435
Length   33/3, alignment 15/ 3, found:	197.964
Length   33/3, alignment 15/ 3, fail:	189.974
Length   33/3, alignment 15/ 9, found:	203.311
Length   33/3, alignment 15/ 9, fail:	189.971
Length   33/3, alignment 15/15, found:	197.664
Length   33/3, alignment 15/15, fail:	197.222
Length   36/3, alignment  0/ 0, found:	200.342
Length   36/3, alignment  0/ 0, fail:	190.165
Length   36/3, alignment  0/ 3, found:	200.221
Length   36/3, alignment  0/ 3, fail:	195.84
Length   36/3, alignment  0/ 9, found:	200.386
Length   36/3, alignment  0/ 9, fail:	197.46
Length   36/3, alignment  0/15, found:	200.583
Length   36/3, alignment  0/15, fail:	190.074
Length   36/3, alignment  3/ 0, found:	200.398
Length   36/3, alignment  3/ 0, fail:	195.719
Length   36/3, alignment  3/ 3, found:	200.251
Length   36/3, alignment  3/ 3, fail:	197.43
Length   36/3, alignment  3/ 9, found:	200.187
Length   36/3, alignment  3/ 9, fail:	190.013
Length   36/3, alignment  3/15, found:	200.182
Length   36/3, alignment  3/15, fail:	198.06
Length   36/3, alignment  9/ 0, found:	200.21
Length   36/3, alignment  9/ 0, fail:	197.672
Length   36/3, alignment  9/ 3, found:	200.238
Length   36/3, alignment  9/ 3, fail:	190.045
Length   36/3, alignment  9/ 9, found:	200.272
Length   36/3, alignment  9/ 9, fail:	195.385
Length   36/3, alignment  9/15, found:	200.225
Length   36/3, alignment  9/15, fail:	197.343
Length   36/3, alignment 15/ 0, found:	200.342
Length   36/3, alignment 15/ 0, fail:	190.046
Length   36/3, alignment 15/ 3, found:	200.238
Length   36/3, alignment 15/ 3, fail:	194.585
Length   36/3, alignment 15/ 9, found:	200.334
Length   36/3, alignment 15/ 9, fail:	198.737
Length   36/3, alignment 15/15, found:	200.425
Length   36/3, alignment 15/15, fail:	189.968
Length   39/3, alignment  0/ 0, found:	209.98
Length   39/3, alignment  0/ 0, fail:	212.041
Length   39/3, alignment  0/ 3, found:	204.022
Length   39/3, alignment  0/ 3, fail:	201.374
Length   39/3, alignment  0/ 9, found:	203.845
Length   39/3, alignment  0/ 9, fail:	190.121
Length   39/3, alignment  0/15, found:	217.251
Length   39/3, alignment  0/15, fail:	190.078
Length   39/3, alignment  3/ 0, found:	203.554
Length   39/3, alignment  3/ 0, fail:	198.345
Length   39/3, alignment  3/ 3, found:	203.534
Length   39/3, alignment  3/ 3, fail:	189.974
Length   39/3, alignment  3/ 9, found:	240.073
Length   39/3, alignment  3/ 9, fail:	190.034
Length   39/3, alignment  3/15, found:	213.714
Length   39/3, alignment  3/15, fail:	190.094
Length   39/3, alignment  9/ 0, found:	203.633
Length   39/3, alignment  9/ 0, fail:	190.138
Length   39/3, alignment  9/ 3, found:	210.066
Length   39/3, alignment  9/ 3, fail:	190.123
Length   39/3, alignment  9/ 9, found:	211.144
Length   39/3, alignment  9/ 9, fail:	189.986
Length   39/3, alignment  9/15, found:	203.671
Length   39/3, alignment  9/15, fail:	190.014
Length   39/3, alignment 15/ 0, found:	209.449
Length   39/3, alignment 15/ 0, fail:	190.069
Length   39/3, alignment 15/ 3, found:	210.756
Length   39/3, alignment 15/ 3, fail:	190.146
Length   39/3, alignment 15/ 9, found:	203.61
Length   39/3, alignment 15/ 9, fail:	190.087
Length   39/3, alignment 15/15, found:	209.837
Length   39/3, alignment 15/15, fail:	190.073
Length   42/3, alignment  0/ 0, found:	213.927
Length   42/3, alignment  0/ 0, fail:	190.47
Length   42/3, alignment  0/ 3, found:	206.471
Length   42/3, alignment  0/ 3, fail:	190.198
Length   42/3, alignment  0/ 9, found:	213.336
Length   42/3, alignment  0/ 9, fail:	190.113
Length   42/3, alignment  0/15, found:	214.006
Length   42/3, alignment  0/15, fail:	190.46
Length   42/3, alignment  3/ 0, found:	206.738
Length   42/3, alignment  3/ 0, fail:	190.369
Length   42/3, alignment  3/ 3, found:	212.504
Length   42/3, alignment  3/ 3, fail:	190.437
Length   42/3, alignment  3/ 9, found:	215.801
Length   42/3, alignment  3/ 9, fail:	190.272
Length   42/3, alignment  3/15, found:	206.454
Length   42/3, alignment  3/15, fail:	190.648
Length   42/3, alignment  9/ 0, found:	214.859
Length   42/3, alignment  9/ 0, fail:	190.393
Length   42/3, alignment  9/ 3, found:	215.171
Length   42/3, alignment  9/ 3, fail:	192.549
Length   42/3, alignment  9/ 9, found:	208.048
Length   42/3, alignment  9/ 9, fail:	223.987
Length   42/3, alignment  9/15, found:	207.284
Length   42/3, alignment  9/15, fail:	190.192
Length   42/3, alignment 15/ 0, found:	218.296
Length   42/3, alignment 15/ 0, fail:	197.427
Length   42/3, alignment 15/ 3, found:	227.975
Length   42/3, alignment 15/ 3, fail:	201.737
Length   42/3, alignment 15/ 9, found:	206.712
Length   42/3, alignment 15/ 9, fail:	205.48
Length   42/3, alignment 15/15, found:	207.249
Length   42/3, alignment 15/15, fail:	190.108
Length   45/3, alignment  0/ 0, found:	210.606
Length   45/3, alignment  0/ 0, fail:	196.884
Length   45/3, alignment  0/ 3, found:	210.732
Length   45/3, alignment  0/ 3, fail:	197.752
Length   45/3, alignment  0/ 9, found:	210.619
Length   45/3, alignment  0/ 9, fail:	190.155
Length   45/3, alignment  0/15, found:	210.704
Length   45/3, alignment  0/15, fail:	195.847
Length   45/3, alignment  3/ 0, found:	210.687
Length   45/3, alignment  3/ 0, fail:	198.089
Length   45/3, alignment  3/ 3, found:	210.704
Length   45/3, alignment  3/ 3, fail:	190.119
Length   45/3, alignment  3/ 9, found:	218.101
Length   45/3, alignment  3/ 9, fail:	190.024
Length   45/3, alignment  3/15, found:	210.685
Length   45/3, alignment  3/15, fail:	197.317
Length   45/3, alignment  9/ 0, found:	209.531
Length   45/3, alignment  9/ 0, fail:	189.961
Length   45/3, alignment  9/ 3, found:	217.179
Length   45/3, alignment  9/ 3, fail:	189.985
Length   45/3, alignment  9/ 9, found:	210.387
Length   45/3, alignment  9/ 9, fail:	197.918
Length   45/3, alignment  9/15, found:	210.679
Length   45/3, alignment  9/15, fail:	189.959
Length   45/3, alignment 15/ 0, found:	216.169
Length   45/3, alignment 15/ 0, fail:	190.055
Length   45/3, alignment 15/ 3, found:	217.989
Length   45/3, alignment 15/ 3, fail:	190.135
Length   45/3, alignment 15/ 9, found:	210.342
Length   45/3, alignment 15/ 9, fail:	189.983
Length   45/3, alignment 15/15, found:	216.161
Length   45/3, alignment 15/15, fail:	212.603
Length    8/4, alignment  0/ 0, found:	217.694
Length    8/4, alignment  0/ 0, fail:	216.177
Length    8/4, alignment  0/ 3, found:	214.571
Length    8/4, alignment  0/ 3, fail:	200.266
Length    8/4, alignment  0/ 9, found:	187.554
Length    8/4, alignment  0/ 9, fail:	187.894
Length    8/4, alignment  0/15, found:	212.191
Length    8/4, alignment  0/15, fail:	188.144
Length    8/4, alignment  3/ 0, found:	225.132
Length    8/4, alignment  3/ 0, fail:	225.929
Length    8/4, alignment  3/ 3, found:	186.446
Length    8/4, alignment  3/ 3, fail:	187.93
Length    8/4, alignment  3/ 9, found:	202.203
Length    8/4, alignment  3/ 9, fail:	188.56
Length    8/4, alignment  3/15, found:	188.572
Length    8/4, alignment  3/15, fail:	206.762
Length    8/4, alignment  9/ 0, found:	191.01
Length    8/4, alignment  9/ 0, fail:	200.341
Length    8/4, alignment  9/ 3, found:	221.245
Length    8/4, alignment  9/ 3, fail:	191.041
Length    8/4, alignment  9/ 9, found:	193.618
Length    8/4, alignment  9/ 9, fail:	207.158
Length    8/4, alignment  9/15, found:	189.768
Length    8/4, alignment  9/15, fail:	203.859
Length    8/4, alignment 15/ 0, found:	187.777
Length    8/4, alignment 15/ 0, fail:	187.879
Length    8/4, alignment 15/ 3, found:	186.133
Length    8/4, alignment 15/ 3, fail:	204.066
Length    8/4, alignment 15/ 9, found:	186.442
Length    8/4, alignment 15/ 9, fail:	187.696
Length    8/4, alignment 15/15, found:	195.429
Length    8/4, alignment 15/15, fail:	187.649
Length   12/4, alignment  0/ 0, found:	187.793
Length   12/4, alignment  0/ 0, fail:	194.562
Length   12/4, alignment  0/ 3, found:	187.775
Length   12/4, alignment  0/ 3, fail:	187.411
Length   12/4, alignment  0/ 9, found:	196.707
Length   12/4, alignment  0/ 9, fail:	187.441
Length   12/4, alignment  0/15, found:	187.721
Length   12/4, alignment  0/15, fail:	187.44
Length   12/4, alignment  3/ 0, found:	195.847
Length   12/4, alignment  3/ 0, fail:	187.454
Length   12/4, alignment  3/ 3, found:	195.376
Length   12/4, alignment  3/ 3, fail:	187.424
Length   12/4, alignment  3/ 9, found:	187.651
Length   12/4, alignment  3/ 9, fail:	187.401
Length   12/4, alignment  3/15, found:	194.32
Length   12/4, alignment  3/15, fail:	187.548
Length   12/4, alignment  9/ 0, found:	195.214
Length   12/4, alignment  9/ 0, fail:	187.41
Length   12/4, alignment  9/ 3, found:	187.697
Length   12/4, alignment  9/ 3, fail:	187.42
Length   12/4, alignment  9/ 9, found:	193.538
Length   12/4, alignment  9/ 9, fail:	189.005
Length   12/4, alignment  9/15, found:	189.347
Length   12/4, alignment  9/15, fail:	187.405
Length   12/4, alignment 15/ 0, found:	187.631
Length   12/4, alignment 15/ 0, fail:	187.395
Length   12/4, alignment 15/ 3, found:	194.533
Length   12/4, alignment 15/ 3, fail:	187.378
Length   12/4, alignment 15/ 9, found:	187.674
Length   12/4, alignment 15/ 9, fail:	194.961
Length   12/4, alignment 15/15, found:	187.735
Length   12/4, alignment 15/15, fail:	189.41
Length   16/4, alignment  0/ 0, found:	226.748
Length   16/4, alignment  0/ 0, fail:	191.953
Length   16/4, alignment  0/ 3, found:	188.262
Length   16/4, alignment  0/ 3, fail:	202.78
Length   16/4, alignment  0/ 9, found:	187.366
Length   16/4, alignment  0/ 9, fail:	191.771
Length   16/4, alignment  0/15, found:	198.568
Length   16/4, alignment  0/15, fail:	192.151
Length   16/4, alignment  3/ 0, found:	188.182
Length   16/4, alignment  3/ 0, fail:	199.982
