                       	strsep
Length  116/29, alignment  9/ 3, found:	163.307
Length  116/29, alignment  9/ 3, fail:	224.381
Length  116/29, alignment  9/ 9, found:	161.621
Length  116/29, alignment  9/ 9, fail:	226.696
Length  116/29, alignment  9/15, found:	161.486
Length  116/29, alignment  9/15, fail:	224.763
Length  116/29, alignment 15/ 0, found:	161.307
Length  116/29, alignment 15/ 0, fail:	226.564
Length  116/29, alignment 15/ 3, found:	161.59
Length  116/29, alignment 15/ 3, fail:	224.958
Length  116/29, alignment 15/ 9, found:	160.047
Length  116/29, alignment 15/ 9, fail:	226.538
Length  116/29, alignment 15/15, found:	161.511
Length  116/29, alignment 15/15, fail:	224.977
Length  145/29, alignment  0/ 0, found:	179.336
Length  145/29, alignment  0/ 0, fail:	259.244
Length  145/29, alignment  0/ 3, found:	176.912
Length  145/29, alignment  0/ 3, fail:	257.452
Length  145/29, alignment  0/ 9, found:	179.114
Length  145/29, alignment  0/ 9, fail:	257.131
Length  145/29, alignment  0/15, found:	177.023
Length  145/29, alignment  0/15, fail:	259.725
Length  145/29, alignment  3/ 0, found:	176.755
Length  145/29, alignment  3/ 0, fail:	259.553
Length  145/29, alignment  3/ 3, found:	177.102
Length  145/29, alignment  3/ 3, fail:	259.762
Length  145/29, alignment  3/ 9, found:	177.119
Length  145/29, alignment  3/ 9, fail:	259.705
Length  145/29, alignment  3/15, found:	177.621
Length  145/29, alignment  3/15, fail:	259.254
Length  145/29, alignment  9/ 0, found:	182.186
Length  145/29, alignment  9/ 0, fail:	258.903
Length  145/29, alignment  9/ 3, found:	176.908
Length  145/29, alignment  9/ 3, fail:	259.442
Length  145/29, alignment  9/ 9, found:	176.67
Length  145/29, alignment  9/ 9, fail:	257.756
Length  145/29, alignment  9/15, found:	178.298
Length  145/29, alignment  9/15, fail:	259.493
Length  145/29, alignment 15/ 0, found:	177.76
Length  145/29, alignment 15/ 0, fail:	257.581
Length  145/29, alignment 15/ 3, found:	179.182
Length  145/29, alignment 15/ 3, fail:	257.961
Length  145/29, alignment 15/ 9, found:	180.571
Length  145/29, alignment 15/ 9, fail:	260.713
Length  145/29, alignment 15/15, found:	179.34
Length  145/29, alignment 15/15, fail:	257.083
Length  174/29, alignment  0/ 0, found:	197.148
Length  174/29, alignment  0/ 0, fail:	340.985
Length  174/29, alignment  0/ 3, found:	196.478
Length  174/29, alignment  0/ 3, fail:	336.67
Length  174/29, alignment  0/ 9, found:	198.677
Length  174/29, alignment  0/ 9, fail:	334.302
Length  174/29, alignment  0/15, found:	196.786
Length  174/29, alignment  0/15, fail:	337.052
Length  174/29, alignment  3/ 0, found:	197.649
Length  174/29, alignment  3/ 0, fail:	339.04
Length  174/29, alignment  3/ 3, found:	196.92
Length  174/29, alignment  3/ 3, fail:	337.416
Length  174/29, alignment  3/ 9, found:	199.584
Length  174/29, alignment  3/ 9, fail:	337.874
Length  174/29, alignment  3/15, found:	198.794
Length  174/29, alignment  3/15, fail:	336.198
Length  174/29, alignment  9/ 0, found:	196.497
Length  174/29, alignment  9/ 0, fail:	340.942
Length  174/29, alignment  9/ 3, found:	196.58
Length  174/29, alignment  9/ 3, fail:	341.69
Length  174/29, alignment  9/ 9, found:	196.339
Length  174/29, alignment  9/ 9, fail:	340.028
Length  174/29, alignment  9/15, found:	198.545
Length  174/29, alignment  9/15, fail:	335.768
Length  174/29, alignment 15/ 0, found:	196.438
Length  174/29, alignment 15/ 0, fail:	339.752
Length  174/29, alignment 15/ 3, found:	196.719
Length  174/29, alignment 15/ 3, fail:	337.697
Length  174/29, alignment 15/ 9, found:	197.372
Length  174/29, alignment 15/ 9, fail:	338.418
Length  174/29, alignment 15/15, found:	200.151
Length  174/29, alignment 15/15, fail:	338.125
Length  203/29, alignment  0/ 0, found:	230.005
Length  203/29, alignment  0/ 0, fail:	325.451
Length  203/29, alignment  0/ 3, found:	210.141
Length  203/29, alignment  0/ 3, fail:	326.206
Length  203/29, alignment  0/ 9, found:	210.325
Length  203/29, alignment  0/ 9, fail:	324.882
Length  203/29, alignment  0/15, found:	209.772
Length  203/29, alignment  0/15, fail:	323.923
Length  203/29, alignment  3/ 0, found:	211.723
Length  203/29, alignment  3/ 0, fail:	330.128
Length  203/29, alignment  3/ 3, found:	212.169
Length  203/29, alignment  3/ 3, fail:	323.774
Length  203/29, alignment  3/ 9, found:	209.639
Length  203/29, alignment  3/ 9, fail:	323.712
Length  203/29, alignment  3/15, found:	212.853
Length  203/29, alignment  3/15, fail:	323.995
Length  203/29, alignment  9/ 0, found:	209.33
Length  203/29, alignment  9/ 0, fail:	323.553
Length  203/29, alignment  9/ 3, found:	211.823
Length  203/29, alignment  9/ 3, fail:	323.482
Length  203/29, alignment  9/ 9, found:	209.406
Length  203/29, alignment  9/ 9, fail:	323.073
Length  203/29, alignment  9/15, found:	209.903
Length  203/29, alignment  9/15, fail:	323.399
Length  203/29, alignment 15/ 0, found:	209.46
Length  203/29, alignment 15/ 0, fail:	324.281
Length  203/29, alignment 15/ 3, found:	214.256
Length  203/29, alignment 15/ 3, fail:	329.5
Length  203/29, alignment 15/ 9, found:	211.507
Length  203/29, alignment 15/ 9, fail:	323.58
Length  203/29, alignment 15/15, found:	209.28
Length  203/29, alignment 15/15, fail:	323.834
Length  120/30, alignment  0/ 0, found:	165.551
Length  120/30, alignment  0/ 0, fail:	232.601
Length  120/30, alignment  0/ 3, found:	164.995
Length  120/30, alignment  0/ 3, fail:	233.137
Length  120/30, alignment  0/ 9, found:	165.562
Length  120/30, alignment  0/ 9, fail:	230.368
Length  120/30, alignment  0/15, found:	165.088
Length  120/30, alignment  0/15, fail:	232.467
Length  120/30, alignment  3/ 0, found:	164.795
Length  120/30, alignment  3/ 0, fail:	230.756
Length  120/30, alignment  3/ 3, found:	167.041
Length  120/30, alignment  3/ 3, fail:	230.841
Length  120/30, alignment  3/ 9, found:	165.015
Length  120/30, alignment  3/ 9, fail:	232.993
Length  120/30, alignment  3/15, found:	165.191
Length  120/30, alignment  3/15, fail:	230.627
Length  120/30, alignment  9/ 0, found:	166.597
Length  120/30, alignment  9/ 0, fail:	230.452
Length  120/30, alignment  9/ 3, found:	164.933
Length  120/30, alignment  9/ 3, fail:	233.977
Length  120/30, alignment  9/ 9, found:	164.683
Length  120/30, alignment  9/ 9, fail:	230.547
Length  120/30, alignment  9/15, found:	166.366
Length  120/30, alignment  9/15, fail:	230.452
Length  120/30, alignment 15/ 0, found:	165.251
Length  120/30, alignment 15/ 0, fail:	233.562
Length  120/30, alignment 15/ 3, found:	164.98
Length  120/30, alignment 15/ 3, fail:	231.353
Length  120/30, alignment 15/ 9, found:	167.279
Length  120/30, alignment 15/ 9, fail:	230.817
Length  120/30, alignment 15/15, found:	165.112
Length  120/30, alignment 15/15, fail:	232.407
Length  150/30, alignment  0/ 0, found:	184.302
Length  150/30, alignment  0/ 0, fail:	269.297
Length  150/30, alignment  0/ 3, found:	184.606
Length  150/30, alignment  0/ 3, fail:	265.483
Length  150/30, alignment  0/ 9, found:	184.394
Length  150/30, alignment  0/ 9, fail:	264.956
Length  150/30, alignment  0/15, found:	184.408
Length  150/30, alignment  0/15, fail:	267.02
Length  150/30, alignment  3/ 0, found:	184.357
Length  150/30, alignment  3/ 0, fail:	265.263
Length  150/30, alignment  3/ 3, found:	184.602
Length  150/30, alignment  3/ 3, fail:	265.766
Length  150/30, alignment  3/ 9, found:	184.385
Length  150/30, alignment  3/ 9, fail:	264.9
Length  150/30, alignment  3/15, found:	184.463
Length  150/30, alignment  3/15, fail:	264.97
Length  150/30, alignment  9/ 0, found:	185.033
Length  150/30, alignment  9/ 0, fail:	264.967
Length  150/30, alignment  9/ 3, found:	184.63
Length  150/30, alignment  9/ 3, fail:	265.025
Length  150/30, alignment  9/ 9, found:	184.083
Length  150/30, alignment  9/ 9, fail:	265.426
Length  150/30, alignment  9/15, found:	184.376
Length  150/30, alignment  9/15, fail:	265.111
Length  150/30, alignment 15/ 0, found:	184.536
Length  150/30, alignment 15/ 0, fail:	265.01
Length  150/30, alignment 15/ 3, found:	184.855
Length  150/30, alignment 15/ 3, fail:	265.404
Length  150/30, alignment 15/ 9, found:	184.994
Length  150/30, alignment 15/ 9, fail:	264.702
Length  150/30, alignment 15/15, found:	184.538
Length  150/30, alignment 15/15, fail:	265.61
Length  180/30, alignment  0/ 0, found:	200.09
Length  180/30, alignment  0/ 0, fail:	298.127
Length  180/30, alignment  0/ 3, found:	200.219
Length  180/30, alignment  0/ 3, fail:	299.239
Length  180/30, alignment  0/ 9, found:	202.458
Length  180/30, alignment  0/ 9, fail:	298.794
Length  180/30, alignment  0/15, found:	200.017
Length  180/30, alignment  0/15, fail:	298.076
Length  180/30, alignment  3/ 0, found:	199.895
Length  180/30, alignment  3/ 0, fail:	299.191
Length  180/30, alignment  3/ 3, found:	201.936
Length  180/30, alignment  3/ 3, fail:	298.683
Length  180/30, alignment  3/ 9, found:	199.379
Length  180/30, alignment  3/ 9, fail:	299.344
Length  180/30, alignment  3/15, found:	199.946
Length  180/30, alignment  3/15, fail:	298.987
Length  180/30, alignment  9/ 0, found:	200.333
Length  180/30, alignment  9/ 0, fail:	300.006
Length  180/30, alignment  9/ 3, found:	199.391
Length  180/30, alignment  9/ 3, fail:	298.753
Length  180/30, alignment  9/ 9, found:	198.976
Length  180/30, alignment  9/ 9, fail:	298.542
Length  180/30, alignment  9/15, found:	201.494
Length  180/30, alignment  9/15, fail:	298.784
Length  180/30, alignment 15/ 0, found:	198.502
Length  180/30, alignment 15/ 0, fail:	298.445
Length  180/30, alignment 15/ 3, found:	198.753
Length  180/30, alignment 15/ 3, fail:	299.322
Length  180/30, alignment 15/ 9, found:	200.222
Length  180/30, alignment 15/ 9, fail:	298.631
Length  180/30, alignment 15/15, found:	198.662
Length  180/30, alignment 15/15, fail:	299.504
Length  210/30, alignment  0/ 0, found:	215.272
Length  210/30, alignment  0/ 0, fail:	331.57
Length  210/30, alignment  0/ 3, found:	216.852
Length  210/30, alignment  0/ 3, fail:	332.035
Length  210/30, alignment  0/ 9, found:	218.442
Length  210/30, alignment  0/ 9, fail:	331.937
Length  210/30, alignment  0/15, found:	215.164
Length  210/30, alignment  0/15, fail:	331.909
Length  210/30, alignment  3/ 0, found:	218.362
Length  210/30, alignment  3/ 0, fail:	331.727
Length  210/30, alignment  3/ 3, found:	215.766
Length  210/30, alignment  3/ 3, fail:	333.718
Length  210/30, alignment  3/ 9, found:	215.426
Length  210/30, alignment  3/ 9, fail:	331.509
Length  210/30, alignment  3/15, found:	216.797
Length  210/30, alignment  3/15, fail:	331.779
Length  210/30, alignment  9/ 0, found:	217.488
Length  210/30, alignment  9/ 0, fail:	331.575
Length  210/30, alignment  9/ 3, found:	214.979
Length  210/30, alignment  9/ 3, fail:	331.584
Length  210/30, alignment  9/ 9, found:	217.522
Length  210/30, alignment  9/ 9, fail:	332.262
Length  210/30, alignment  9/15, found:	215.208
Length  210/30, alignment  9/15, fail:	331.728
Length  210/30, alignment 15/ 0, found:	217.376
Length  210/30, alignment 15/ 0, fail:	332.133
Length  210/30, alignment 15/ 3, found:	216.687
Length  210/30, alignment 15/ 3, fail:	331.844
Length  210/30, alignment 15/ 9, found:	214.889
Length  210/30, alignment 15/ 9, fail:	334.318
Length  210/30, alignment 15/15, found:	215.362
Length  210/30, alignment 15/15, fail:	331.434
Length  124/31, alignment  0/ 0, found:	168.718
Length  124/31, alignment  0/ 0, fail:	239.356
Length  124/31, alignment  0/ 3, found:	168.586
Length  124/31, alignment  0/ 3, fail:	236.33
Length  124/31, alignment  0/ 9, found:	170.435
Length  124/31, alignment  0/ 9, fail:	236.001
Length  124/31, alignment  0/15, found:	168.897
Length  124/31, alignment  0/15, fail:	240.007
Length  124/31, alignment  3/ 0, found:	168.409
Length  124/31, alignment  3/ 0, fail:	238.026
Length  124/31, alignment  3/ 3, found:	168.723
Length  124/31, alignment  3/ 3, fail:	236.774
Length  124/31, alignment  3/ 9, found:	168.595
Length  124/31, alignment  3/ 9, fail:	237.782
Length  124/31, alignment  3/15, found:	168.168
Length  124/31, alignment  3/15, fail:	237.933
Length  124/31, alignment  9/ 0, found:	169.107
Length  124/31, alignment  9/ 0, fail:	238.544
Length  124/31, alignment  9/ 3, found:	166.918
Length  124/31, alignment  9/ 3, fail:	238.246
Length  124/31, alignment  9/ 9, found:	168.459
Length  124/31, alignment  9/ 9, fail:	238.654
Length  124/31, alignment  9/15, found:	168.676
Length  124/31, alignment  9/15, fail:	238.128
Length  124/31, alignment 15/ 0, found:	168.453
Length  124/31, alignment 15/ 0, fail:	236.728
Length  124/31, alignment 15/ 3, found:	171.236
Length  124/31, alignment 15/ 3, fail:	236.303
Length  124/31, alignment 15/ 9, found:	168.821
Length  124/31, alignment 15/ 9, fail:	238.5
Length  124/31, alignment 15/15, found:	168.584
Length  124/31, alignment 15/15, fail:	236.656
Length  155/31, alignment  0/ 0, found:	187.584
Length  155/31, alignment  0/ 0, fail:	272.855
Length  155/31, alignment  0/ 3, found:	185.165
Length  155/31, alignment  0/ 3, fail:	270.967
Length  155/31, alignment  0/ 9, found:	187.422
Length  155/31, alignment  0/ 9, fail:	273.197
Length  155/31, alignment  0/15, found:	185.193
Length  155/31, alignment  0/15, fail:	272.325
Length  155/31, alignment  3/ 0, found:	185.417
Length  155/31, alignment  3/ 0, fail:	273.52
Length  155/31, alignment  3/ 3, found:	185.193
Length  155/31, alignment  3/ 3, fail:	272.617
Length  155/31, alignment  3/ 9, found:	185.436
Length  155/31, alignment  3/ 9, fail:	272.459
Length  155/31, alignment  3/15, found:	185.568
Length  155/31, alignment  3/15, fail:	272.663
Length  155/31, alignment  9/ 0, found:	185.874
Length  155/31, alignment  9/ 0, fail:	272.507
Length  155/31, alignment  9/ 3, found:	185.731
Length  155/31, alignment  9/ 3, fail:	273.368
Length  155/31, alignment  9/ 9, found:	186.561
Length  155/31, alignment  9/ 9, fail:	272.573
Length  155/31, alignment  9/15, found:	185.946
Length  155/31, alignment  9/15, fail:	273.329
Length  155/31, alignment 15/ 0, found:	186.749
Length  155/31, alignment 15/ 0, fail:	272.816
Length  155/31, alignment 15/ 3, found:	187.704
Length  155/31, alignment 15/ 3, fail:	270.782
Length  155/31, alignment 15/ 9, found:	186.056
Length  155/31, alignment 15/ 9, fail:	273.765
Length  155/31, alignment 15/15, found:	187.631
Length  155/31, alignment 15/15, fail:	270.659
Length  186/31, alignment  0/ 0, found:	206.537
Length  186/31, alignment  0/ 0, fail:	306.703
Length  186/31, alignment  0/ 3, found:	203.842
Length  186/31, alignment  0/ 3, fail:	306.604
Length  186/31, alignment  0/ 9, found:	205.469
Length  186/31, alignment  0/ 9, fail:	307.107
Length  186/31, alignment  0/15, found:	203.552
Length  186/31, alignment  0/15, fail:	306.157
Length  186/31, alignment  3/ 0, found:	203.922
Length  186/31, alignment  3/ 0, fail:	306.681
Length  186/31, alignment  3/ 3, found:	206.113
Length  186/31, alignment  3/ 3, fail:	307.052
Length  186/31, alignment  3/ 9, found:	203.488
Length  186/31, alignment  3/ 9, fail:	307.389
Length  186/31, alignment  3/15, found:	203.85
Length  186/31, alignment  3/15, fail:	307.941
Length  186/31, alignment  9/ 0, found:	205.208
Length  186/31, alignment  9/ 0, fail:	306.446
Length  186/31, alignment  9/ 3, found:	203.799
Length  186/31, alignment  9/ 3, fail:	306.544
Length  186/31, alignment  9/ 9, found:	205.109
Length  186/31, alignment  9/ 9, fail:	306.365
Length  186/31, alignment  9/15, found:	203.804
Length  186/31, alignment  9/15, fail:	307.089
Length  186/31, alignment 15/ 0, found:	204.928
Length  186/31, alignment 15/ 0, fail:	307.396
Length  186/31, alignment 15/ 3, found:	202.963
Length  186/31, alignment 15/ 3, fail:	307.319
Length  186/31, alignment 15/ 9, found:	203.217
Length  186/31, alignment 15/ 9, fail:	306.732
Length  186/31, alignment 15/15, found:	204.781
Length  186/31, alignment 15/15, fail:	307.14
Length  217/31, alignment  0/ 0, found:	220.779
Length  217/31, alignment  0/ 0, fail:	344.529
Length  217/31, alignment  0/ 3, found:	219.452
Length  217/31, alignment  0/ 3, fail:	342.418
Length  217/31, alignment  0/ 9, found:	221.68
Length  217/31, alignment  0/ 9, fail:	342.334
Length  217/31, alignment  0/15, found:	221.363
Length  217/31, alignment  0/15, fail:	344.309
Length  217/31, alignment  3/ 0, found:	219.655
Length  217/31, alignment  3/ 0, fail:	342.193
Length  217/31, alignment  3/ 3, found:	222.028
Length  217/31, alignment  3/ 3, fail:	342.152
Length  217/31, alignment  3/ 9, found:	222.982
Length  217/31, alignment  3/ 9, fail:	341.836
Length  217/31, alignment  3/15, found:	221.865
Length  217/31, alignment  3/15, fail:	342.635
Length  217/31, alignment  9/ 0, found:	220.232
Length  217/31, alignment  9/ 0, fail:	344.273
Length  217/31, alignment  9/ 3, found:	219.573
Length  217/31, alignment  9/ 3, fail:	342.473
Length  217/31, alignment  9/ 9, found:	222.565
Length  217/31, alignment  9/ 9, fail:	342.619
Length  217/31, alignment  9/15, found:	219.419
Length  217/31, alignment  9/15, fail:	343.711
Length  217/31, alignment 15/ 0, found:	220.982
Length  217/31, alignment 15/ 0, fail:	342.319
Length  217/31, alignment 15/ 3, found:	221.272
Length  217/31, alignment 15/ 3, fail:	341.91
Length  217/31, alignment 15/ 9, found:	222.298
Length  217/31, alignment 15/ 9, fail:	341.584
Length  217/31, alignment 15/15, found:	220.139
Length  217/31, alignment 15/15, fail:	343.504
Length 8191/16, alignment  0/ 0, found:	4708.36
